Age,JobLevel,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Attrition_txt
54,2,7,Medical,Female,Research Scientist,4,Married,6854,4,15,3,14,2,7,1,1,7,0,No
31,3,7,Marketing,Female,Sales Executive,1,Married,9637,2,14,3,9,3,3,2,2,2,0,No
28,1,1,Medical,Female,Research Scientist,1,Married,3591,1,25,4,3,3,3,2,1,2,0,No
38,2,2,Marketing,Female,Sales Representative,4,Married,5405,2,20,4,20,4,4,2,0,3,0,No
26,2,10,Medical,Male,Sales Executive,4,Single,4684,1,13,3,5,4,5,3,1,2,0,No
58,4,15,Life Sciences,Male,Research Director,3,Married,15787,2,14,3,23,3,2,2,2,2,0,No
18,1,14,Medical,Female,Research Scientist,3,Single,1514,1,16,3,0,4,0,0,0,0,0,No
31,1,18,Human Resources,Male,Human Resources,1,Married,2956,0,17,3,2,4,1,0,0,0,1,Yes
29,1,13,Human Resources,Male,Human Resources,1,Divorced,2335,4,15,3,4,3,2,2,2,0,1,Yes
45,2,2,Life Sciences,Female,Sales Executive,3,Married,5154,4,22,4,10,3,8,7,5,7,0,No
36,2,2,Other,Female,Research Scientist,2,Married,6962,4,22,4,15,2,1,0,0,0,0,No
43,2,2,Life Sciences,Male,Sales Executive,4,Married,5675,1,20,4,7,5,7,7,7,7,0,No
27,1,5,Life Sciences,Female,Laboratory Technician,4,Single,2379,0,14,3,6,3,5,4,0,2,0,No
29,1,20,Medical,Male,Laboratory Technician,4,Married,3812,1,13,3,11,3,11,8,3,10,0,No
32,2,10,Marketing,Male,Sales Executive,4,Single,4648,8,13,3,4,2,0,0,0,0,0,No
42,1,10,Technical Degree,Male,Research Scientist,3,Married,2936,3,22,4,10,1,6,3,3,3,0,No
47,1,9,Life Sciences,Female,Laboratory Technician,3,Single,2105,4,12,3,7,2,2,2,2,0,0,No
46,3,2,Life Sciences,Male,Manufacturing Director,4,Divorced,8578,3,14,3,12,4,9,8,4,7,0,No
28,1,1,Life Sciences,Male,Human Resources,4,Divorced,2706,1,15,3,3,2,3,2,2,2,0,No
29,2,29,Life Sciences,Male,Healthcare Representative,3,Divorced,6384,8,17,3,11,3,7,0,1,6,0,No
42,1,8,Life Sciences,Male,Laboratory Technician,3,Single,3968,4,13,3,8,3,0,0,0,0,0,No
32,2,2,Marketing,Male,Sales Executive,2,Single,9907,7,12,3,7,3,2,2,2,2,1,Yes
46,4,3,Technical Degree,Female,Sales Executive,1,Divorced,13225,2,12,3,25,5,19,17,2,8,0,No
27,2,23,Medical,Female,Sales Representative,3,Married,3540,1,21,4,9,5,9,8,5,8,0,No
29,1,6,Medical,Male,Human Resources,2,Married,2804,1,11,3,1,3,1,0,0,0,0,No
43,5,6,Medical,Female,Manager,3,Married,19392,7,13,3,21,2,16,12,6,14,0,No
48,5,10,Life Sciences,Male,Research Director,2,Married,19665,4,12,3,29,3,22,10,12,9,0,No
29,1,24,Life Sciences,Male,Research Scientist,4,Single,2439,1,24,4,1,3,1,0,1,0,1,Yes
46,3,10,Life Sciences,Female,Sales Executive,2,Married,7314,5,21,4,14,2,8,7,0,7,1,Yes
27,1,15,Life Sciences,Female,Research Scientist,1,Married,4774,0,19,3,8,2,7,6,7,3,0,No
39,2,19,Other,Male,Research Scientist,4,Divorced,3902,8,14,3,7,2,2,2,2,2,0,No
55,1,2,Technical Degree,Male,Research Scientist,4,Married,2662,8,20,4,19,2,5,2,0,4,0,No
28,1,3,Medical,Female,Sales Representative,2,Married,2856,1,19,3,1,3,1,0,0,0,0,No
30,1,9,Medical,Male,Sales Representative,4,Single,1081,1,13,3,1,3,1,0,0,0,1,Yes
22,1,7,Life Sciences,Male,Research Scientist,2,Single,2472,1,23,4,1,2,1,0,0,0,1,Yes
36,2,10,Technical Degree,Female,Sales Executive,3,Married,5673,1,13,3,10,4,10,9,1,7,0,No
31,2,20,Life Sciences,Male,Laboratory Technician,3,Divorced,4197,1,11,3,10,2,10,8,0,2,0,No
34,3,4,Life Sciences,Male,Sales Executive,4,Married,9713,2,13,3,9,3,5,3,1,0,0,No
29,1,7,Life Sciences,Male,Laboratory Technician,1,Single,2062,3,14,3,11,2,3,2,1,2,0,No
37,2,7,Medical,Male,Research Scientist,1,Married,4284,5,22,4,16,2,5,3,0,4,0,No
35,2,16,Other,Female,Manufacturing Director,2,Married,4788,0,11,3,4,2,3,2,0,2,0,No
45,2,25,Life Sciences,Female,Manufacturing Director,4,Married,5906,0,13,3,10,2,9,8,3,8,0,No
36,2,2,Human Resources,Male,Human Resources,4,Single,3886,1,21,4,10,2,10,1,0,8,0,No
40,4,1,Life Sciences,Male,Manager,1,Divorced,16823,2,11,3,22,3,19,7,11,16,0,No
26,1,1,Life Sciences,Female,Research Scientist,3,Married,2933,1,13,3,1,3,1,0,1,0,0,No
27,2,2,Medical,Female,Sales Executive,3,Single,6500,0,14,3,9,5,8,7,0,7,0,No
48,4,22,Medical,Female,Manager,4,Divorced,17174,3,11,3,24,3,22,17,4,7,0,No
44,2,1,Life Sciences,Male,Healthcare Representative,1,Married,5033,2,15,3,10,5,2,0,2,2,0,No
34,1,16,Technical Degree,Male,Research Scientist,1,Married,2307,1,23,4,5,2,5,2,3,0,1,Yes
56,1,24,Life Sciences,Male,Laboratory Technician,4,Single,2587,1,16,3,5,3,4,2,1,0,1,Yes
36,2,17,Marketing,Male,Sales Executive,2,Married,5507,2,16,3,12,1,4,2,1,3,0,No
41,2,8,Marketing,Female,Sales Executive,2,Married,4393,5,21,4,14,3,5,4,1,4,0,No
42,3,6,Medical,Male,Research Director,1,Married,13348,9,13,3,18,3,13,7,5,7,0,No
31,2,10,Medical,Female,Sales Executive,4,Divorced,6583,2,11,3,8,2,5,2,1,4,0,No
34,2,3,Medical,Female,Sales Executive,4,Married,8103,3,12,3,9,3,4,2,0,1,0,No
31,1,4,Medical,Female,Laboratory Technician,3,Divorced,3978,8,12,3,4,0,2,2,2,2,0,No
26,1,6,Other,Male,Laboratory Technician,4,Married,2544,0,18,3,8,3,7,7,7,7,0,No
45,2,1,Medical,Male,Healthcare Representative,3,Single,5399,4,12,3,12,3,4,2,0,3,0,No
33,2,10,Marketing,Male,Sales Executive,3,Single,5487,1,14,3,10,2,10,4,0,9,0,No
28,2,1,Life Sciences,Male,Sales Executive,4,Married,6834,1,12,3,7,2,7,7,0,7,0,No
29,1,24,Technical Degree,Male,Sales Representative,1,Single,1091,1,17,3,1,3,1,0,0,0,1,Yes
39,2,21,Life Sciences,Female,Sales Executive,3,Married,5736,6,19,3,10,1,3,2,1,2,0,No
27,1,2,Technical Degree,Male,Research Scientist,2,Married,2226,1,11,3,6,3,5,3,1,2,0,No
34,2,22,Other,Male,Research Scientist,4,Married,5747,1,15,3,16,3,15,10,6,11,0,No
28,2,13,Marketing,Female,Sales Executive,3,Single,9854,3,11,3,6,0,2,0,2,2,1,Yes
47,2,14,Technical Degree,Male,Research Scientist,2,Married,5467,8,18,3,16,4,8,7,1,7,0,No
56,2,11,Marketing,Female,Sales Executive,1,Married,5380,4,16,3,6,3,0,0,0,0,0,No
39,2,9,Medical,Male,Manufacturing Director,1,Married,5151,1,25,4,10,3,10,0,7,9,0,No
38,2,8,Medical,Female,Research Scientist,2,Divorced,2133,1,16,3,20,3,20,11,0,7,0,No
58,4,21,Life Sciences,Female,Manager,4,Married,17875,4,13,3,29,2,1,0,0,0,0,No
32,1,5,Life Sciences,Female,Research Scientist,3,Single,2432,3,14,3,8,2,4,1,0,3,1,Yes
38,1,9,Life Sciences,Male,Research Scientist,4,Divorced,4771,2,19,3,10,0,5,2,0,3,0,No
49,5,2,Life Sciences,Male,Research Director,4,Married,19161,3,15,3,28,3,5,4,4,3,0,No
42,2,12,Marketing,Male,Sales Executive,4,Divorced,5087,3,12,3,14,4,0,0,0,0,0,No
27,1,22,Human Resources,Female,Human Resources,2,Married,2863,1,12,3,1,2,1,0,0,0,1,Yes
35,2,18,Medical,Male,Sales Executive,1,Married,5561,0,16,3,6,2,5,3,0,4,0,No
28,1,16,Medical,Male,Research Scientist,3,Single,2144,1,14,3,5,3,5,3,1,4,0,No
31,1,3,Medical,Male,Research Scientist,1,Divorced,3065,1,13,3,4,3,4,2,2,3,0,No
36,1,9,Life Sciences,Male,Laboratory Technician,2,Married,2810,1,22,4,5,3,5,4,0,2,0,No
34,3,1,Marketing,Male,Sales Executive,4,Single,9888,1,21,4,14,3,14,8,2,1,0,No
34,3,13,Medical,Male,Sales Executive,3,Divorced,8628,1,18,3,9,2,8,7,1,1,0,No
26,1,1,Medical,Male,Laboratory Technician,1,Single,2867,0,13,3,8,6,7,7,7,6,0,No
29,2,1,Life Sciences,Male,Healthcare Representative,1,Married,5373,0,12,3,6,5,5,3,0,2,0,No
32,2,15,Medical,Female,Healthcare Representative,4,Divorced,6667,5,18,3,9,6,5,1,1,2,0,No
31,2,1,Life Sciences,Male,Research Scientist,1,Married,5003,1,21,4,10,6,10,8,8,7,0,No
28,1,17,Technical Degree,Male,Laboratory Technician,4,Divorced,2367,5,12,3,6,2,4,1,0,3,1,Yes
38,1,1,Life Sciences,Male,Sales Representative,1,Single,2858,4,14,3,20,3,1,0,0,0,0,No
35,2,7,Life Sciences,Female,Sales Executive,4,Married,5204,1,11,3,10,2,10,8,0,9,0,No
27,2,9,Marketing,Male,Sales Executive,4,Single,4105,1,14,3,7,5,7,7,0,7,0,No
32,2,5,Life Sciences,Male,Manufacturing Director,4,Single,9679,8,24,4,8,1,1,0,0,0,0,No
31,2,26,Marketing,Male,Sales Executive,4,Married,5617,1,11,3,10,4,10,7,0,8,1,Yes
53,3,24,Life Sciences,Male,Sales Executive,1,Single,10448,6,13,3,15,2,2,2,2,2,1,Yes
54,2,9,Life Sciences,Female,Research Scientist,3,Married,2897,3,11,3,9,6,4,3,2,3,0,No
33,2,7,Life Sciences,Male,Healthcare Representative,3,Divorced,5968,1,20,4,9,2,9,7,2,8,0,No
43,3,11,Life Sciences,Male,Healthcare Representative,3,Married,7510,1,17,3,10,1,10,9,0,9,0,No
38,1,1,Other,Male,Human Resources,2,Married,2991,0,11,3,7,2,6,2,1,2,0,No
55,5,26,Human Resources,Male,Manager,2,Married,19636,4,18,3,35,0,10,9,1,4,0,No
31,1,2,Medical,Female,Laboratory Technician,4,Divorced,1129,1,11,3,1,4,1,0,0,0,0,No
39,4,15,Marketing,Male,Sales Executive,1,Single,13341,0,12,3,21,3,20,8,11,10,0,No
42,2,23,Life Sciences,Male,Research Scientist,3,Single,4332,1,12,3,20,2,20,9,3,7,0,No
31,3,10,Medical,Female,Research Director,3,Married,11031,4,20,4,13,2,11,7,4,8,0,No
54,2,10,Medical,Female,Manufacturing Director,1,Single,4440,6,19,3,9,3,5,2,1,4,0,No
24,2,1,Life Sciences,Male,Healthcare Representative,3,Single,4617,1,12,3,4,2,4,3,1,2,0,No
23,1,12,Other,Male,Laboratory Technician,4,Single,2647,1,13,3,5,6,5,2,1,4,0,No
40,2,11,Technical Degree,Female,Laboratory Technician,3,Married,6323,1,11,3,10,2,10,9,9,4,0,No
40,2,2,Marketing,Female,Sales Executive,2,Married,5677,3,14,3,15,4,11,8,5,10,0,No
25,1,2,Human Resources,Female,Human Resources,2,Married,2187,4,14,3,6,3,2,0,1,2,0,No
30,1,1,Medical,Male,Laboratory Technician,2,Married,3748,1,13,3,12,6,12,8,1,7,0,No
25,1,2,Other,Male,Laboratory Technician,3,Divorced,3977,6,19,3,7,2,2,2,0,2,0,No
47,3,25,Medical,Male,Healthcare Representative,3,Single,8633,2,23,4,25,3,17,14,12,11,0,No
33,1,1,Medical,Male,Laboratory Technician,3,Divorced,2008,1,12,3,1,2,1,1,0,0,0,No
38,2,1,Life Sciences,Male,Sales Executive,2,Married,4440,0,15,3,16,3,15,13,5,8,0,No
31,1,2,Life Sciences,Male,Sales Representative,3,Married,3067,0,19,3,3,1,2,2,1,2,0,No
38,2,6,Life Sciences,Male,Manufacturing Director,3,Married,5321,2,11,3,10,1,8,3,7,7,0,No
42,2,18,Life Sciences,Male,Research Scientist,1,Divorced,5410,6,17,3,9,3,4,3,1,2,0,No
41,1,1,Life Sciences,Male,Research Scientist,4,Married,2782,3,22,4,12,3,5,3,1,0,0,No
47,3,1,Medical,Female,Research Director,2,Married,11957,0,18,3,14,3,13,8,5,12,0,No
35,1,11,Medical,Male,Laboratory Technician,3,Married,2660,7,11,3,5,3,2,2,2,2,0,No
22,1,1,Life Sciences,Male,Research Scientist,3,Single,3375,0,12,3,4,2,3,2,1,2,0,No
35,2,9,Medical,Male,Research Scientist,3,Single,5098,1,19,3,10,5,10,7,0,8,0,No
33,2,15,Medical,Female,Healthcare Representative,4,Married,4878,0,13,3,10,6,9,7,8,1,0,No
32,1,29,Life Sciences,Female,Laboratory Technician,2,Single,2837,1,13,3,6,3,6,2,4,1,0,No
40,1,1,Life Sciences,Male,Laboratory Technician,4,Married,2406,8,19,3,8,3,1,0,0,0,0,No
32,1,1,Medical,Male,Sales Representative,2,Married,2269,0,14,3,3,2,2,2,2,2,0,No
39,2,24,Life Sciences,Male,Research Scientist,4,Single,4108,7,13,3,18,2,7,7,1,7,0,No
38,3,10,Medical,Female,Research Director,3,Married,13206,3,12,3,20,3,18,16,1,11,0,No
32,3,1,Marketing,Female,Sales Executive,4,Married,10422,1,19,3,14,3,14,10,5,7,0,No
37,3,10,Life Sciences,Female,Research Director,4,Married,13744,1,25,4,16,2,16,11,6,8,0,No
25,2,8,Other,Female,Sales Executive,3,Divorced,4907,0,22,4,6,3,5,3,0,4,0,No
52,1,29,Life Sciences,Male,Sales Representative,4,Divorced,3482,2,15,3,16,3,9,8,0,0,0,No
44,1,1,Medical,Male,Research Scientist,4,Single,2436,6,12,3,6,2,4,3,1,2,0,No
21,1,5,Medical,Male,Sales Representative,1,Single,2380,1,11,3,2,6,2,2,1,2,0,No
39,5,9,Life Sciences,Male,Manager,4,Single,19431,2,13,3,21,3,6,0,1,3,0,No
23,1,9,Marketing,Male,Sales Representative,1,Married,1790,1,19,3,1,3,1,0,1,0,1,Yes
36,3,3,Medical,Female,Sales Executive,4,Married,7644,0,19,3,10,2,9,7,3,4,0,No
36,2,4,Life Sciences,Female,Manufacturing Director,2,Divorced,5131,7,13,3,18,3,4,2,0,2,0,No
56,2,1,Life Sciences,Male,Healthcare Representative,3,Divorced,6306,1,21,4,13,2,13,12,1,9,0,No
29,1,1,Medical,Male,Research Scientist,4,Married,4787,9,14,3,4,3,2,2,2,2,1,Yes
42,5,2,Life Sciences,Male,Manager,3,Married,18880,5,11,3,24,2,22,6,4,14,0,No
56,1,7,Technical Degree,Male,Laboratory Technician,3,Married,2339,8,11,3,14,4,10,9,9,8,1,Yes
41,4,28,Life Sciences,Female,Manufacturing Director,2,Married,13570,0,23,4,21,3,20,7,0,10,0,No
34,2,28,Marketing,Female,Sales Executive,3,Married,6712,1,21,4,8,2,8,7,1,7,0,No
36,2,15,Marketing,Male,Sales Executive,4,Divorced,5406,1,24,4,15,4,15,12,11,11,0,No
41,2,3,Life Sciences,Male,Sales Executive,2,Divorced,8938,2,11,3,14,5,5,4,0,4,0,No
32,1,2,Technical Degree,Male,Research Scientist,1,Single,2439,1,14,3,4,4,4,2,1,2,0,No
35,3,26,Life Sciences,Female,Human Resources,4,Single,8837,1,16,3,9,2,9,0,1,7,0,No
38,2,10,Life Sciences,Female,Sales Executive,4,Married,5343,1,11,3,10,1,10,7,1,9,0,No
50,2,1,Life Sciences,Male,Sales Executive,3,Divorced,6728,7,12,3,12,3,6,3,0,1,1,Yes
36,2,11,Marketing,Female,Sales Executive,4,Married,6652,4,13,3,8,2,6,3,0,0,0,No
45,2,20,Life Sciences,Female,Sales Executive,3,Single,4850,8,15,3,8,3,5,3,0,1,0,No
40,1,2,Life Sciences,Male,Research Scientist,3,Single,2809,2,14,3,8,2,2,2,2,2,0,No
35,2,18,Life Sciences,Male,Healthcare Representative,3,Married,5689,1,14,3,10,2,10,2,0,2,0,No
40,1,2,Medical,Female,Research Scientist,3,Married,2001,2,14,3,20,2,5,3,0,2,0,No
35,1,1,Life Sciences,Female,Research Scientist,4,Married,2977,1,12,3,4,5,4,3,1,1,0,No
29,2,13,Other,Male,Laboratory Technician,2,Married,4025,4,13,3,10,2,4,3,0,3,0,No
29,1,28,Medical,Female,Research Scientist,1,Single,3785,1,14,3,5,3,5,4,0,4,0,No
50,3,28,Marketing,Male,Sales Executive,1,Divorced,10854,4,13,3,20,3,3,2,2,0,1,Yes
39,4,24,Marketing,Female,Sales Executive,4,Married,12031,0,11,3,21,2,20,9,9,6,0,No
31,2,5,Medical,Male,Manufacturing Director,1,Single,9936,0,19,3,10,2,9,4,1,7,0,No
26,1,5,Other,Female,Sales Representative,3,Single,2966,0,18,3,5,2,4,2,0,0,0,No
36,2,23,Medical,Male,Laboratory Technician,4,Married,2571,4,17,3,17,3,5,2,0,3,0,No
39,3,6,Medical,Male,Healthcare Representative,1,Married,9991,4,15,3,9,5,7,7,1,7,0,No
27,2,4,Life Sciences,Male,Manufacturing Director,2,Married,6142,1,20,4,6,0,6,2,0,3,0,No
49,2,2,Medical,Male,Sales Executive,2,Married,5390,2,14,3,17,3,9,6,0,8,0,No
34,2,8,Medical,Male,Laboratory Technician,3,Married,4404,2,12,3,6,3,4,3,1,2,0,No
